,Sample Result (ppb),Address,Analyze Date,geometry,x,y
5643,5.0,2000 SARAH ST,8/2/2017,POINT (-79.9775963783257 40.4275418497008),-79.9775963783257,40.4275418497008
5644,2.0,2100 WHITED ST,8/2/2017,POINT (-80.00288067569061 40.3962906062159),-80.0028806756906,40.3962906062159
5645,0.0,2300 FAIRLAND ST,8/2/2017,POINT (-79.99405023710111 40.3868798786045),-79.9940502371011,40.3868798786045
5646,3.2,2900 OAK PARK RD,8/2/2017,POINT (-80.01310845222849 40.4758290881544),-80.0131084522285,40.4758290881544
5647,1.0,3400 RIDGEWAY ST,8/2/2017,POINT (nan nan),,
5648,0.0,3700 WINDGAP AVE,8/2/2017,POINT (-80.08046829715261 40.4563855930077),-80.0804682971526,40.4563855930077
5649,1.0,4000 STILWELL ST,8/2/2017,POINT (-80.023918409747 40.4913003912996),-80.023918409747,40.4913003912996
5650,1.0,4000 STILWELL ST,8/2/2017,POINT (-80.023918409747 40.4913003912996),-80.023918409747,40.4913003912996
5651,2.0,4200 SALINE ST,8/2/2017,POINT (-79.9264959036998 40.4229661698559),-79.9264959036998,40.4229661698559
5652,0.0,4500 LIBERTY AVE,8/2/2017,POINT (-79.9518641765448 40.4629183598058),-79.9518641765448,40.4629183598058
5653,0.0,4500 WINTERBURN AVE,8/2/2017,POINT (-79.94031592263249 40.4169815316435),-79.9403159226325,40.4169815316435
5654,1.0,4600 TORLEY ST,8/2/2017,POINT (-79.9497401136092 40.4647216261161),-79.9497401136092,40.4647216261161
5655,6.0,4800 BLACKBERRY WAY,8/2/2017,POINT (-79.9582958604114 40.4765825394248),-79.9582958604114,40.4765825394248
5656,2.0,5000 FREW ST,8/2/2017,POINT (-79.94098383452599 40.4405414125968),-79.940983834526,40.4405414125968
5657,0.0,5100 BUTLER ST,8/2/2017,POINT (-79.9554335057676 40.4783652928769),-79.9554335057676,40.4783652928769
5658,26.0,5500 WILKINS AVE,8/2/2017,POINT (-79.9302571449263 40.4449909943423),-79.9302571449263,40.4449909943423
5659,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5660,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5661,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5662,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5663,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5664,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5665,1.0,5500 FORBES AVE ,8/2/2017,POINT (-79.9305023148718 40.4376212204963),-79.9305023148718,40.4376212204963
5666,2.0,5600 RIPPEY ST,8/2/2017,POINT (-79.92806945248201 40.4661281403208),-79.928069452482,40.4661281403208
5667,14.0,6300 ALDERSON ST,8/2/2017,POINT (-79.9220234283121 40.428186698502),-79.9220234283121,40.428186698502
5668,10.0,6300 STANTON AVE,8/2/2017,POINT (-79.91668800939171 40.4682780856358),-79.9166880093917,40.4682780856358
5669,4.0,6700 ROWAN ST,8/2/2017,POINT (-79.90315883199059 40.4643171478656),-79.9031588319906,40.4643171478656
5670,11.0,7100 THOMAS BLVD,8/2/2017,POINT (-79.9022850053849 40.4513446704191),-79.9022850053849,40.4513446704191
5671,2.0,7300 IDLEWILD ST,8/2/2017,POINT (-79.89378081117989 40.457496250475),-79.8937808111799,40.457496250475
5672,2.0,0 TURNER PL,7/31/2017,POINT (-79.9687033178115 40.4391121599068),-79.9687033178115,40.4391121599068
5673,2.0,0 HECKELMAN ST,7/31/2017,POINT (nan nan),,
5674,2.0,0 HEMINGWAY ST,7/31/2017,POINT (-79.950266115944 40.4567453866773),-79.950266115944,40.4567453866773
5675,2.0,100 43RD ST,7/31/2017,POINT (-79.9639201837236 40.472866395229),-79.9639201837236,40.472866395229
5676,0.0,100 NORTH AVE,7/31/2017,POINT (-80.09692433796511 40.5107886464337),-80.0969243379651,40.5107886464337
5677,2.0,100 SCHUCKERT ST,7/31/2017,POINT (nan nan),,
5678,18.3,200 S ATLANTIC AVE,7/31/2017,POINT (-79.93904666437579 40.4635961812822),-79.9390466643758,40.4635961812822
5679,0.0,200 S NEGLEY AVE,7/31/2017,POINT (-79.9320615915192 40.4617421877667),-79.9320615915192,40.4617421877667
5680,2.0,200 HASTINGS ST,7/31/2017,POINT (-79.9132967712027 40.4528623603634),-79.9132967712027,40.4528623603634
5681,2.77,300 OPHELIA ST,7/31/2017,POINT (-79.9632742762426 40.4349395930251),-79.9632742762426,40.4349395930251
5682,1.0,300 EUTAW,7/31/2017,POINT (nan nan),,
5683,6.1,300 LEHIGH AVE,7/31/2017,POINT (-79.9261278901172 40.4567976141536),-79.9261278901172,40.4567976141536
5684,24.0,400 CEDARVILLE ST,7/31/2017,POINT (-79.95010370871979 40.4599652297996),-79.9501037087198,40.4599652297996
5685,2.0,400 HELDMAN ST,7/31/2017,POINT (nan nan),,
5686,3.38,500 CATO ST,7/31/2017,POINT (-79.95627991370409 40.4330293383058),-79.9562799137041,40.4330293383058
5687,9.0,700 E END AVE,7/31/2017,POINT (nan nan),,
5688,2.55,700 N SAINT CLAIR ST,7/31/2017,POINT (-79.92476179965 40.4690897192163),-79.92476179965,40.4690897192163
5689,0.0,700 MERCER ST,7/31/2017,POINT (-79.8171228391691 40.4109132837906),-79.8171228391691,40.4109132837906
5690,2.0,900 BERRY ST,7/31/2017,POINT (-80.0556109475135 40.4518469790824),-80.0556109475135,40.4518469790824
5691,20.0,900 GREENFIELD AVE,7/31/2017,POINT (-79.933313111269 40.4244361667316),-79.933313111269,40.4244361667316
5692,2.0,1000 N LANG AVE,7/31/2017,POINT (-79.89780060804679 40.4594598780375),-79.8978006080468,40.4594598780375
5693,0.0,1200 RICHMOND ST,7/31/2017,POINT (-79.89832159264991 40.4294986147191),-79.8983215926499,40.4294986147191
5694,2.0,1200 TREVANION AVE,7/31/2017,POINT (-79.8993742211463 40.4292113216942),-79.8993742211463,40.4292113216942
5695,0.0,1200 VOSKAMP ST,7/31/2017,POINT (-79.99129592260179 40.4595802508656),-79.9912959226018,40.4595802508656
5696,0.0,1400 W CARSON ST,7/31/2017,POINT (-80.0200371946777 40.4409079840119),-80.0200371946777,40.4409079840119
5697,5.7,1400 SEVERN ST,7/31/2017,POINT (-79.9166964029948 40.4442473755004),-79.9166964029948,40.4442473755004
5698,0.0,1400 BROWNING RD,7/31/2017,POINT (-79.91628468578 40.4761251983677),-79.91628468578,40.4761251983677
5699,1.0,1800 CHISLETT ST,7/31/2017,POINT (-79.9255885153533 40.4853529858143),-79.9255885153533,40.4853529858143
5700,18.1,1800 CLIFF ST,7/31/2017,POINT (-79.9852825296061 40.4464157431795),-79.9852825296061,40.4464157431795
5701,1.0,1900 MURRAY AVE ,7/31/2017,POINT (-79.92306465244501 40.4358716497389),-79.923064652445,40.4358716497389
5702,2.0,4200 HALDANE ST,7/31/2017,POINT (-79.9430019070648 40.4232449345199),-79.9430019070648,40.4232449345199
5703,2.0,4300 WINTERBURN AVE,7/31/2017,POINT (-79.9400777034455 40.4210652838786),-79.9400777034455,40.4210652838786
5704,28.0,5200 CARNEGIE ST,7/31/2017,POINT (-79.953465442805 40.4798639809711),-79.953465442805,40.4798639809711
5705,2.0,5600 PENN AVE,7/31/2017,POINT (-79.9302749050037 40.4630119332015),-79.9302749050037,40.4630119332015
5706,48.0,6000 STANTON AVE,7/31/2017,POINT (-79.9207764636202 40.4693705554029),-79.9207764636202,40.4693705554029
5707,2.0,0 HABERMAN AVE,7/28/2017,POINT (-80.00280990126321 40.4265735318455),-80.0028099012632,40.4265735318455
5708,2.0,100 SMITHFIELD ST,7/28/2017,POINT (-80.0002211344498 40.4372958906016),-80.0002211344498,40.4372958906016
5709,0.0,100 NEWETT ST,7/28/2017,POINT (-79.98944075415869 40.3970753858801),-79.9894407541587,40.3970753858801
5710,12.0,200 S ATLANTIC AVE,7/28/2017,POINT (-79.93904666437579 40.4635961812822),-79.9390466643758,40.4635961812822
5711,0.0,200 WOODKIRK ST,7/28/2017,POINT (-80.0750343195824 40.4163723050766),-80.0750343195824,40.4163723050766
5712,7.0,300 S AIKEN AVE,7/28/2017,POINT (-79.9379235405974 40.4617777388569),-79.9379235405974,40.4617777388569
5713,0.0,300 WHIPPLE ST,7/28/2017,POINT (-79.8990023493737 40.423435824895),-79.8990023493737,40.423435824895
5714,2.0,400 S ATLANTIC AVE,7/28/2017,POINT (-79.9395515495128 40.4595812771395),-79.9395515495128,40.4595812771395
5715,2.0,400 WYOLA ST,7/28/2017,POINT (-80.0231772801903 40.435706193276),-80.0231772801903,40.435706193276
5716,2.0,600 KENDALL ST,7/28/2017,POINT (-79.9484667507429 40.48162749656),-79.9484667507429,40.48162749656
5717,2.0,700 EVERGREEN AVE,7/28/2017,POINT (-79.972494508362 40.4872117647876),-79.972494508362,40.4872117647876
5718,0.0,800 KENNEBEC ST,7/28/2017,POINT (-79.9355378980064 40.4255468072103),-79.9355378980064,40.4255468072103
5719,2.3,900 CLIMAX ST,7/28/2017,POINT (-79.9901893444561 40.4202062850991),-79.9901893444561,40.4202062850991
5720,0.0,1100 FARRAGUT ST,7/28/2017,POINT (-79.9175188866226 40.4734460488911),-79.9175188866226,40.4734460488911
5721,1.0,1200 SHERMAN AVE,7/28/2017,POINT (-80.00966236446619 40.455596449201),-80.0096623644662,40.455596449201
5722,25.0,1300 WIGHTMAN ST,7/28/2017,POINT (-79.9281404953324 40.4437626079987),-79.9281404953324,40.4437626079987
5723,0.0,1400 METHYL ST,7/28/2017,POINT (-80.0260220909252 40.414213378732),-80.0260220909252,40.414213378732
5724,1.0,1700 BUENA VISTA ST,7/28/2017,POINT (-80.0148917276896 40.458738642088),-80.0148917276896,40.458738642088
5725,12.0,1800 WITTMER ST,7/28/2017,POINT (-80.04163650346899 40.4872645524849),-80.041636503469,40.4872645524849
5726,2.0,2100 BROADWAY AVE,7/28/2017,POINT (-80.03021698896821 40.4051319734945),-80.0302169889682,40.4051319734945
5727,2.0,2100 BROADWAY AVE,7/28/2017,POINT (-80.03021698896821 40.4051319734945),-80.0302169889682,40.4051319734945
5728,2.0,2300 SARANAC AVE,7/28/2017,POINT (-80.0272821304407 40.4026243599696),-80.0272821304407,40.4026243599696
5729,2.0,2300 SARANAC AVE,7/28/2017,POINT (-80.0272821304407 40.4026243599696),-80.0272821304407,40.4026243599696
5730,2.0,2400 POTOMAC AVE,7/28/2017,POINT (-80.0458664825059 40.4070697736616),-80.0458664825059,40.4070697736616
5731,2.0,2400 POTOMAC AVE,7/28/2017,POINT (-80.0458664825059 40.4070697736616),-80.0458664825059,40.4070697736616
5732,2.0,3700 WINDGAP AVE,7/28/2017,POINT (-80.08046829715261 40.4563855930077),-80.0804682971526,40.4563855930077
5733,2.0,4100 FRANKLIN RD,7/28/2017,POINT (-80.0206131407225 40.4930191775861),-80.0206131407225,40.4930191775861
5734,2.0,4100 FRANKLIN RD,7/28/2017,POINT (-80.0206131407225 40.4930191775861),-80.0206131407225,40.4930191775861
5735,2.0,4100 BUTLER ST,7/28/2017,POINT (-79.9610768730026 40.4694028331984),-79.9610768730026,40.4694028331984
5736,2.0,4100 BUTLER ST,7/28/2017,POINT (-79.9610768730026 40.4694028331984),-79.9610768730026,40.4694028331984
5737,10.0,4500 LIBERTY AVE,7/28/2017,POINT (-79.9518641765448 40.4629183598058),-79.9518641765448,40.4629183598058
5738,10.0,4500 LIBERTY AVE,7/28/2017,POINT (-79.9518641765448 40.4629183598058),-79.9518641765448,40.4629183598058
5739,42.0,5300 CARNEGIE ST,7/28/2017,POINT (-79.9513685173838 40.4816089415919),-79.9513685173838,40.4816089415919
5740,2.0,5500 HARRIET ST,7/28/2017,POINT (-79.93601553151881 40.4591880012239),-79.9360155315188,40.4591880012239
5741,2.0,5500 HARRIET ST,7/28/2017,POINT (-79.93601553151881 40.4591880012239),-79.9360155315188,40.4591880012239
5742,14.0,6900 STANDISH ST,7/28/2017,POINT (-79.9245484567693 40.4862880002129),-79.9245484567693,40.4862880002129
5743,14.0,6900 STANDISH ST,7/28/2017,POINT (-79.9245484567693 40.4862880002129),-79.9245484567693,40.4862880002129
5744,2.0,7200 SUSQUEHANNA ST/,7/28/2017,POINT (nan nan),,
5745,2.0,7300 HAMILTON AVE,7/28/2017,POINT (-79.8956442909866 40.4540165199681),-79.8956442909866,40.4540165199681
5746,2.0,7300 HAMILTON AVE,7/28/2017,POINT (-79.8956442909866 40.4540165199681),-79.8956442909866,40.4540165199681
5747,2.0,7800 HAMILTON AVE,7/28/2017,POINT (-79.8874552028158 40.4521910085486),-79.8874552028158,40.4521910085486
5748,6.4,5100 DEARBORN ST,7/24/2017,POINT (-79.94249557458529 40.4658914106733),-79.9424955745853,40.4658914106733
5749,6.4,5100 DEARBORN ST,7/24/2017,POINT (-79.94249557458529 40.4658914106733),-79.9424955745853,40.4658914106733
5750,0.0,2100 DONORA ST,7/21/2017,POINT (-79.99137571706081 40.4673245289337),-79.9913757170608,40.4673245289337
5751,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5752,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5753,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5754,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5755,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5756,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5757,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5758,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5759,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5760,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5761,2.0,3000 ARLINGTON AVE ,7/21/2017,POINT (-79.96515221242841 40.4172081422576),-79.9651522124284,40.4172081422576
5762,2.0,5200 WESTMINSTER PL,7/21/2017,POINT (-79.9374911757612 40.4488914957894),-79.9374911757612,40.4488914957894
5763,2.0,5500 CLAYBOURNE ST,7/21/2017,POINT (-79.9354552218654 40.4556306656485),-79.9354552218654,40.4556306656485
5764,16.0,0 WHEELING ST,7/20/2017,POINT (-79.9315708777912 40.3826613010616),-79.9315708777912,40.3826613010616
5765,2.1,0 HABERMAN AVE,7/20/2017,POINT (-80.00280990126321 40.4265735318455),-80.0028099012632,40.4265735318455
5766,2.1,0 HABERMAN AVE,7/20/2017,POINT (-80.00280990126321 40.4265735318455),-80.0028099012632,40.4265735318455
5767,2.0,0 TROY ST,7/20/2017,POINT (-79.85187335517161 40.3726207160203),-79.8518733551716,40.3726207160203
5768,2.0,0 TROY ST,7/20/2017,POINT (-79.85187335517161 40.3726207160203),-79.8518733551716,40.3726207160203
5769,2.0,0 ACORN ST,7/20/2017,POINT (-79.9502387948063 40.4265582987876),-79.9502387948063,40.4265582987876
5770,2.0,0 CRAFTMONT AVE,7/20/2017,POINT (nan nan),,
5771,2.0,0 CRAFTMONT AVE,7/20/2017,POINT (nan nan),,
5772,2.0,100 COURTHOUSE,7/20/2017,POINT (nan nan),,
5773,1.0,100 AYLESBORO LN,7/20/2017,POINT (-79.926130555577 40.4400018925634),-79.926130555577,40.4400018925634
5774,0.3,100 MOREWOOD AVE,7/20/2017,POINT (-79.9500836088018 40.4556024724613),-79.9500836088018,40.4556024724613
5775,2.0,100 MOREWOOD AVE,7/20/2017,POINT (-79.9500836088018 40.4556024724613),-79.9500836088018,40.4556024724613
5776,2.0,100 BALVER AVE,7/20/2017,POINT (-80.0680054241114 40.4283826631139),-80.0680054241114,40.4283826631139
5777,0.0,100 BALVER AVE,7/20/2017,POINT (-80.0680054241114 40.4283826631139),-80.0680054241114,40.4283826631139
5778,5.55,100 BASCOM AVE,7/20/2017,POINT (-80.02443961503781 40.4942974318772),-80.0244396150378,40.4942974318772
5779,2.0,100 REIZENSTEIN,7/20/2017,POINT (nan nan),,
5780,1.0,100 S 16TH ST,7/20/2017,POINT (-79.9830115102957 40.4284403865576),-79.9830115102957,40.4284403865576
5781,1.0,200 STRATFORD AVE,7/20/2017,POINT (-79.9328228934946 40.4620981925143),-79.9328228934946,40.4620981925143
5782,0.0,200 LINGROVE PL,7/20/2017,POINT (-79.91048093016261 40.451393299633),-79.9104809301626,40.451393299633
5783,0.0,200 WHIPPLE ST,7/20/2017,POINT (-79.9001704415718 40.4213179330098),-79.9001704415718,40.4213179330098
5784,2.38,200 SOUTH MILLVALE ,7/20/2017,POINT (nan nan),,
5785,5.0,200 MERIDAN ST,7/20/2017,POINT (-80.0195144641684 40.4348563921657),-80.0195144641684,40.4348563921657
5786,1.32,200 REPUBLIC ST,7/20/2017,POINT (-80.0250077773189 40.4402857664045),-80.0250077773189,40.4402857664045
5787,2.1,200 EDMOND ST,7/20/2017,POINT (-79.9473317038115 40.4651059914903),-79.9473317038115,40.4651059914903
5788,2.0,200 GLASS RUN RD,7/20/2017,POINT (-79.9348376444547 40.3900053915839),-79.9348376444547,40.3900053915839
5789,2.1,200 MANSION ST,7/20/2017,POINT (-79.94091338926511 40.4037920193001),-79.9409133892651,40.4037920193001
5790,1.0,300 N EVALINE ST,7/20/2017,POINT (-79.9409308099233 40.4663181238961),-79.9409308099233,40.4663181238961
5791,2.0,300 37TH ST,7/20/2017,POINT (-79.9622525285957 40.4641308349897),-79.9622525285957,40.4641308349897
5792,2.0,300 N AIKEN AVE,7/20/2017,POINT (-79.9347707508181 40.4670695396597),-79.9347707508181,40.4670695396597
5793,7.5,300 NATCHEZ ST,7/20/2017,POINT (-80.01083771426769 40.4291705831654),-80.0108377142677,40.4291705831654
5794,2.0,300 AUGUSTA ST,7/20/2017,POINT (-80.02309755504631 40.4374676137917),-80.0230975550463,40.4374676137917
5795,2.0,300 LAFAYETTE AVE,7/20/2017,POINT (-80.0078490631392 40.465298771415),-80.0078490631392,40.465298771415
5796,1.0,300 S AIKEN AVE,7/20/2017,POINT (-79.9379235405974 40.4617777388569),-79.9379235405974,40.4617777388569
5797,0.0,300 IVORY AVE,7/20/2017,POINT (-80.0119837759853 40.4969992757101),-80.0119837759853,40.4969992757101
5798,0.0,300 IVORY AVE,7/20/2017,POINT (-80.0119837759853 40.4969992757101),-80.0119837759853,40.4969992757101
5799,8.0,400 WINEBIDDLE ST,7/20/2017,POINT (nan nan),,
5800,2.0,500 N NEGLEY AVE,7/20/2017,POINT (-79.9277240346662 40.4678115198996),-79.9277240346662,40.4678115198996
5801,1.0,500 TRIPOLI ST,7/20/2017,POINT (-80.0009369222162 40.4562499772282),-80.0009369222162,40.4562499772282
5802,1.0,500 TRIPOLI ST,7/20/2017,POINT (-80.0009369222162 40.4562499772282),-80.0009369222162,40.4562499772282
5803,0.0,500 TRIPOLI ST,7/20/2017,POINT (-80.0009369222162 40.4562499772282),-80.0009369222162,40.4562499772282
5804,1.0,500 MERIDAN ST,7/20/2017,POINT (-80.020406254299 40.4307625730464),-80.020406254299,40.4307625730464
5805,2.0,500 LAUGHLIN AVE,7/20/2017,POINT (-79.9804753922548 40.4057542869836),-79.9804753922548,40.4057542869836
5806,1.0,500 S GRAHAM ST,7/20/2017,POINT (-79.93626733060491 40.4564651422486),-79.9362673306049,40.4564651422486
5807,2.0,500 CLAWSON ST,7/20/2017,POINT (-79.89915215231279 40.4534192110882),-79.8991521523128,40.4534192110882
5808,5.16,600 IVY ST,7/20/2017,POINT (-79.9331338288552 40.453909241179),-79.9331338288552,40.453909241179
5809,2.0,700 HALE ST,7/20/2017,POINT (-79.8872221234115 40.4536881992501),-79.8872221234115,40.4536881992501
5810,8.68,700 S LINDEN AVE,7/20/2017,POINT (-79.9157046392596 40.4463236830069),-79.9157046392596,40.4463236830069
5811,13.0,700 S LINDEN AVE,7/20/2017,POINT (-79.9157046392596 40.4463236830069),-79.9157046392596,40.4463236830069
5812,8.0,700 CARNIVAL WAY,7/20/2017,POINT (-79.99537285364779 40.4223509686905),-79.9953728536478,40.4223509686905
5813,16.0,700 HASTINGS ST,7/20/2017,POINT (-79.9170676567911 40.4470776711548),-79.9170676567911,40.4470776711548
5814,2.0,700 WYMORE ST,7/20/2017,POINT (-80.0414028612909 40.4396984929548),-80.0414028612909,40.4396984929548
5815,2.0,800 JANCEY ST,7/20/2017,POINT (-79.9312343303427 40.4740439770167),-79.9312343303427,40.4740439770167
5816,0.0,800 JANCEY ST,7/20/2017,POINT (-79.9312343303427 40.4740439770167),-79.9312343303427,40.4740439770167
5817,1.0,900 S NEGLEY AVE,7/20/2017,POINT (-79.93062214913471 40.4509010966168),-79.9306221491347,40.4509010966168
5818,15.0,900 WELLESLEY RD,7/20/2017,POINT (-79.9138808299541 40.4716613267441),-79.9138808299541,40.4716613267441
5819,4.0,900 LILAC ST,7/20/2017,POINT (-79.9330336821824 40.425083425456),-79.9330336821824,40.425083425456
5820,39.0,900 WELLESLEY RD,7/20/2017,POINT (-79.9138808299541 40.4716613267441),-79.9138808299541,40.4716613267441
5821,2.6,1000 GOEHRING ST,7/20/2017,POINT (-79.9951503831266 40.4601216242323),-79.9951503831266,40.4601216242323
5822,2.0,1000 HAMPSHIRE AVE,7/20/2017,POINT (-80.0252510004544 40.4106607951027),-80.0252510004544,40.4106607951027
5823,14.0,1000 PORTLAND ST,7/20/2017,POINT (-79.92391114454649 40.4742752612151),-79.9239111445465,40.4742752612151
5824,0.0,1000 WOODS RUN AVE,7/20/2017,POINT (-80.0272927713898 40.4792610984344),-80.0272927713898,40.4792610984344
5825,1.0,1000 MIRROR ST,7/20/2017,POINT (-79.9309120100236 40.4265054778027),-79.9309120100236,40.4265054778027
5826,0.0,1100 MELLON ST,7/20/2017,POINT (-79.9226659564429 40.475233615454),-79.9226659564429,40.475233615454
5827,8.0,1200 DAVIS AVE,7/20/2017,POINT (-80.0329702902183 40.4820608834492),-80.0329702902183,40.4820608834492
